title	idx
Jaws	73195
One Flew Over the Cuckoo's Nest	73486
The Rocky Horror Picture Show	73629
Salò o le 120 giornate di Sodoma	73650
Dog Day Afternoon	72890
Monty Python and the Holy Grail	71853
Barry Lyndon	72684
Operation: Daybreak	75019
The Eiger Sanction	72926
Zerkalo	72443
Three Days of the Condor	73802
Tommy	73812
Dolemite	72895
Nashville	73440
Hustle	73133
Rollerball	73631
Profondo rosso	73582
Shampoo	73692
Death Race 2000	72856
Brannigan	72732
Supervixens	73768
Picnic at Hanging Rock	73540
Escape to Witch Mountain	72951
The Stepford Wives	73747
Shivers	73705
Histoire d'O	73115
The Man Who Would Be King	73341
Sholay	73707
Der Richter und sein Henker	75140
A Boy and His Dog	72730
La bête	72752
Mandingo	73349
Professione: reporter	73580
Coonskin	71361
Ilsa: She Wolf of the SS	71650
Mahogany	73335
Night Moves	73453
Rooster Cogburn	73636
The Return of the Pink Panther	72081
Hard Times	73092
Dersu Uzala	71411
The Day of the Locust	72848
Emanuelle nera	72930
Farewell, My Lovely	72973
L'insegnante	73170
Love and Death	73312
Conduct Unbecoming	72812
Emmanuelle: L'antivierge	72933
The Apple Dumpling Gang	72653
The Killer Elite	73240
The Devil's Rain	72869
The Adventures of the Wilderness Family	72610
Mekagojira no gyakushu	73373
Race with the Devil	73600
Nude per l'assassino	73470
Cooley High	72820
The Drowning Pool	72912
Inside Out	73174
Crazy Mama	72829
Hababam Sinifi	252487
The Wind and the Lion	73906
The Great Waldo Pepper	73075
Pasqualino Settebellezze	75040
Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles	73198
Lisztomania	73298
Black Moon	72709
Smile	73722
French Connection II	73018
Capone	72761
Breakheart Pass	72735
White Line Fever	73896
The Giant Spider Invasion	73043
The Man from Hong Kong	73343
Posse	73559
The Reincarnation of Peter Proud	73615
L'infermiera	74682
Boss Nigger	72725
The Adventure of Sherlock Holmes' Smarter Brother	72608
A Woman for All Men	316900
The Hindenburg	73113
Trip with the Teacher	70834
The Strongest Man in the World	73760
The Wild Party	73903
La liceale	73290
Inserts	73172
Funny Lady	73026
Zorro	72448
The Ghoul	73042
The Hiding Place	73109
Linda Lovelace for President	74800
Dzieje grzechu	72919
The Sunshine Boys	73766
Doc Savage: The Man of Bronze	72886
Carry on Behind	72764
Adeleui sarang yiyaghi	73114
Faustrecht der Freiheit	72976
Snuff	72184
The Jezebels	73778
The Fortune	73008
L'ultimo treno della notte	73836
Bite the Bullet	72705
Breakout	72737
Tarzoon, la honte de la jungle	73691
Una ondata di piacere	73485
Flåklypa Grand Prix	73000
Friday Foster	73019
Un genio, due compari, un pollo	73036
Let's Do It Again	73282
Royal Flash	73639
Falsche Bewegung	71483
Aloha Bobby and Rose	73941
"Giliap"	73045
At Long Last Love	72665
Emanuelle e Françoise (Le sorelline)	74472
Peccati di gioventù	131526
Overlord	73502
Rosebud	73637
Report to the Commissioner	73620
Rancho Deluxe	73605
The Romantic Englishwoman	73634
W.W. and the Dixie Dancekings	73878
Champagnegalopp	72773
Take a Hard Ride	73784
The Other Side of the Mountain	73496
The Prisoner of Second Avenue	72034
Once Is Not Enough	73190
Le vieux fusil	73864
Chupke Chupke	72783
I quattro dell'Apocalisse	73594
Eskimo Nell	72953
Blue Jeans	72714
Deewaar	72860
Return to Macon County	73624
Bug	72750
Morte sospetta di una minorenne	73406
One of Our Dinosaurs Is Missing	75016
Ransom	73796
Cornbread, Earl and Me	72822
Gatti rossi in un labirinto di vetro	71537
The Ultimate Warrior	73835
Confessions of a Pop Performer	72814
Abigail Lesley Is Back in Town	71093
Amici miei	72637
Walking Tall Part II	73880
Die verlorene Ehre der Katharina Blum	73858
La collegiale	72798
Mitchell	73396
The Swinging Barmaids	73773
Lucky Lady	73317
Lèvres de sang	73324
Wheeler	82955
Zhong guo chao ren	73168
Manila in the Claws of Light	73363
L'important c'est d'aimer	73155
If You Don't Stop It... You'll Go Blind!!!	144246
Le orme	71950
The Man in the Glass Booth	73345
Teenage Seductress	221269
Anderusen dôwa ningyo-hime	70326
The Happy Hooker	73091
Pick-up	254688
The Four Deuces	73011
India Song	73166
Lezioni private	73286
Julie	187192
That Lucky Touch	73797
Jiang tou	73206
Laura's Toys	73270
Xue di zi	71512
Paper Tiger	73511
Lepke	73279
Legend of the Werewolf	73275
Aandhi	178186
Sheila Levine Is Dead and Living in New York	73698
Hester Street	73107
O thiasos	73800
Les innocents aux mains sales	73169
Satanico Pandemonium: La Sexorcista	70636
Winterhawk	75432
La' os være	123949
Peeper	73526
Adiós Amigo	72604
'Sheba, Baby'	73697
Section spéciale	73679
I Don't Want to Be Born	72867
Mary, Mary, Bloody Mary	74873
Urufu gai: Moero ôkami-otoko	202114
Macchie solari	73327
Keetje Tippel	73233
Moonrunners	71854
Il medaglione insanguinato (Perche?!)	73367
Leonor	73278
Sharks' Treasure	73695
Fantozzi	71486
Bucktown	72747
Framed	73015
Emilienne	72932
Cousin cousine	72826
92 in the Shade	72594
The Wilby Conspiracy	73901
La prima volta, sull'erba	192472
Delinquent School Girls	87132
Más negro que la noche	223777
Hua fei man cheng chun	80897
The Blazer Girls	253300
Schulmädchen-Report 9: Reifeprüfung vor dem Abitur	73668
