title	idx
Titanic	120338
Good Will Hunting	119217
Starship Troopers	120201
The Fifth Element	119116
La vita è bella	118799
Boogie Nights	118749
Con Air	118880
Men in Black	119654
Austin Powers: International Man of Mystery	118655
L.A. Confidential	119488
The Lost World: Jurassic Park	119567
Batman & Robin	118688
I Know What You Did Last Summer	119345
Lolita	119558
The Game	119174
Hercules	119282
Face/Off	119094
Gattaca	119177
The Devil's Advocate	118971
Jackie Brown	119396
Air Force One	118571
Liar Liar	119528
The Rainmaker	119978
As Good as It Gets	119822
Mononoke-hime	119698
Event Horizon	119081
Contact	118884
Lost Highway	116922
Chasing Amy	118842
Alien: Resurrection	118583
My Best Friend's Wedding	119738
Mortal Kombat: Annihilation	119707
Spawn	120177
Anaconda	118615
Selena	120094
George of the Jungle	119190
Gummo	119237
The Saint	120053
Donnie Brasco	119008
Cop Land	118887
Cube	123755
Tomorrow Never Dies	120347
Anastasia	118617
Amistad	118607
The Jackal	119395
Dante's Peak	118928
Seven Years in Tibet	120102
Romy and Michele's High School Reunion	120032
The Full Monty	119164
G.I. Jane	119173
Spice World	120185
Scream 2	120082
Conspiracy Theory	118883
Home Alone 3	119303
Speed 2: Cruise Control	120179
The Postman	119925
Grosse Pointe Blank	119229
Pâfekuto burû	156887
Funny Games	119167
Bean	118689
Kiss the Girls	119468
Vegas Vacation	120434
U Turn	120399
Orgazmo	124819
Abre los ojos	125659
Good Burger	119215
Bacheha-Ye aseman	118849
The Edge	119051
The Devil's Own	118972
Mimic	119675
The Ice Storm	119349
Absolute Power	118548
Mousehunt	119715
The Borrowers	118755
In & Out	119360
Volcano	120461
Fools Rush In	119141
Midnight in the Garden of Good and Evil	119668
The Man Who Knew Too Little	120483
Wag the Dog	120885
Private Parts	119951
Murder at 1600	119731
Affliction	118564
The Relic	120004
Jungle 2 Jungle	119432
The Peacemaker	119874
Flubber	119137
Addicted to Love	118556
Breakdown	118771
Welcome to Woop Woop	120491
The Sweet Hereafter	120255
Metro	119664
Lawn Dogs	119506
Wilde	120514
Wild America	120512
RocketMan	120029
The Boxer	118760
Nowhere	119809
City of Industry	118859
A Life Less Ordinary	119535
Steel	120207
Beverly Hills Ninja	118708
Double Team	119013
Carne trémula	118819
Picture Perfect	119896
Nothing to Lose	119807
Air Bud	118570
The Spanish Prisoner	120176
Kundun	119485
Wishmaster	120524
Bent	118698
Mrs Brown	119280
An American Werewolf in Paris	118604
Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni	169858
Suicide Kings	120241
One Eight Seven	118531
Inventing the Abbotts	119381
Mr. Magoo	119718
Swept from the Sea	120257
Deconstructing Harry	118954
Yat goh ho yan	117786
Hana-bi	119250
The Brave	118768
Fire Down Below	119123
Chun gwong cha sit	118845
Mad City	119592
Dobermann	118996
Fierce Creatures	119115
Snow White: A Tale of Terror	119227
The Castle	118826
Hoodlum	119311
Love in Paris	119576
The Assignment	118647
The Wings of the Dove	120520
Two Girls and a Guy	124179
Warriors of Virtue	120479
Switchback	119210
Anna Karenina	118623
Nightwatch	119791
Money Talks	119695
Cats Don't Dance	118829
The Apostle	118632
Knockin' on Heaven's Door	119472
Excess Baggage	119086
Nil by Mouth	119792
The Beautician and the Beast	118691
B*A*P*S	118663
Gridlock'd	119225
A miniszter félrelép	119677
Eve's Bayou	119080
Gang Related	118900
Ulee's Gold	120402
Ta'm e guilass	120265
The Education of Little Tree	119052
Star Kid	120478
The End of Violence	119062
The Real Blonde	119987
A Simple Wish	120133
Touch	120357
The Night Flier	119784
Robinson Crusoe	117496
Red Corner	119994
Insomnia	119375
For Richer or Poorer	119142
Turbo: A Power Rangers Movie	120389
Booty Call	118750
Soul Food	120169
Fathers' Day	119109
Fever Pitch	119114
Perdita Durango	119879
FairyTale: A True Story	119095
The Pest	119887
The Last Time I Committed Suicide	119502
Leave It to Beaver	119509
An Alan Smithee Film: Burn Hollywood Burn	118577
Out to Sea	119848
Smilla's Sense of Snow	120152
Trojan War	120376
One Night Stand	119832
Paradise Road	119859
Rosewood	120036
Prefontaine	119937
Deceiver	119527
Shadow Conspiracy	120107
Drive	116147
Best Men	118702
Turbulence	120390
Gone Fishin'	119214
Twin Town	120394
Free Willy 3: The Rescue	119152
Oscar and Lucinda	119843
Cure	123948
Sexual Roulette	124116
She's So Lovely	120112
Breaking Up	118772
Plump Fiction	117350
Kull the Conqueror	119484
Mrs Dalloway	119723
Zeus and Roxanne	120550
Welcome to Sarajevo	120490
Masumiyet	128332
In the Company of Men	119361
Going All the Way	119209
The MatchMaker	119632
The House of Yes	119324
8 Heads in a Duffel Bag	118541
The Second Jungle Book: Mowgli & Baloo	120087
Regeneration	120001
Madam Savant	139442
That Darn Cat	120317
Prince Valiant	119947
Masterminds	119630
Love Jones	119572
Metroland	119665
A Thousand Acres	120323
Dil To Pagal Hai	118983
Retroactive	117468
How to Be a Player	119326
Breeders	162211
Below Utopia	118696
In Dark Places	167207
The Sixth Man	120142
Bleeders	119279
The Locusts	119557
Trial and Error	120373
Face	119092
McHale's Navy	119640
Playing God	119906
Bliss	118742
Little Boy Blue	119547
Chachi 420	233422
Preaching to the Perverted	119935
Hugo Pool	119327
Wong fei hung VI: Sai wik hung see	120530
Teach Me Tonight	181850
Campfire Tales	115813
Brat	118767
The Butcher Boy	118804
