title	idx
Se7en	114369
The Usual Suspects	114814
Heat	113277
Braveheart	112573
Clueless	112697
Toy Story	114709
Waterworld	114898
It Takes Two	113442
Bad Boys	112442
Mortal Kombat	113855
Kids	113540
Twelve Monkeys	114746
Batman Forever	112462
Apollo 13	112384
Empire Records	112950
Sense and Sensibility	114388
Jumanji	113497
Casino	112641
Showgirls	114436
Friday	113118
Pocahontas	114148
Species	114508
The Indian in the Cupboard	113419
Leaving Las Vegas	113627
The Basketball Diaries	112461
GoldenEye	113189
Before Sunrise	112471
A Little Princess	113670
Die Hard with a Vengeance	112864
Billy Madison	112508
Desperado	112851
Tommy Boy	114694
Hackers	113243
Judge Dredd	113492
Babe	112431
Casper	112642
Sabrina	114319
Lust och fägring stor	113720
To Die For	114681
Mallrats	113749
The Bridges of Madison County	112579
Four Rooms	113101
Kôkaku Kidôtai	113568
Rob Roy	114287
Mighty Morphin Power Rangers: The Movie	113820
While You Were Sleeping	114924
The Brady Bunch Movie	112572
Outbreak	114069
Copycat	112722
The Quick and the Dead	114214
Devil in a Blue Dress	112857
Mr. Holland's Opus	113862
Dangerous Minds	112792
La haine	113247
Strange Days	114558
Tank Girl	114614
The American President	112346
Johnny Mnemonic	113481
Crimson Tide	112740
Heavy Weights	110006
To Wong Foo Thanks for Everything, Julie Newmar	114682
Dead Man Walking	112818
Just Cause	113501
Get Shorty	113161
Dead Man	112817
Ace Ventura: When Nature Calls	112281
Cutthroat Island	112760
The Big Green	112499
A Goofy Movie	113198
Now and Then	114011
A Walk in the Clouds	114887
Village of the Damned	114852
Halloween: The Curse of Michael Myers	113253
Balto	112453
Major Payne	110443
The Baby-Sitters Club	112435
First Knight	113071
Nixon	113987
The Scarlet Letter	114345
Congo	112715
Embrace of the Vampire	109723
Powder	114168
La cité des enfants perdus	112682
The Net	113957
Dolores Claiborne	109642
Under Siege 2: Dark Territory	114781
Tom and Huck	112302
Higher Learning	113305
Virtuosity	114857
French Kiss	113117
Total Eclipse	114702
Waiting to Exhale	114885
Hung fan kui	113326
Assassins	112401
When Night Is Falling	114916
Dracula: Dead and Loving It	112896
Lord of Illusions	113690
The Prophecy	114194
Mimi wo sumaseba	113824
Live Nude Girls	113674
Screamers	114367
Goodbye My Friend	112757
Welcome to the Dollhouse	114906
Dead Presidents	112819
The Near Room	113943
The Babysitter	112438
Money Train	113845
The Brothers McMullen	112585
Clockers	112688
Mighty Aphrodite	113819
Grumpier Old Men	113228
Man of the House	113755
Kicking and Screaming	113537
Do lok tin si	112913
Boys on the Side	112571
How to Make an American Quilt	113347
A Kid in King Arthur's Court	113538
Jade	113451
Wild Bill	114938
Tales from the Crypt: Demon Knight	114608
The Doom Generation	112887
Underground	114787
Othello	114057
Sudden Death	114576
Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta	142236
Things to Do in Denver When You're Dead	114660
Murder in the First	113870
Father of the Bride Part II	113041
Dilwale Dulhania Le Jayenge	112870
Nine Months	113986
Richard III	114279
Crying Freeman	112750
New Jersey Drive	113967
Vampire in Brooklyn	114825
Free Willy 2: The Adventure Home	113114
Last of the Dogmen	113617
I.D.	113375
Safe	114323
Jack & Sarah	113448
Circle of Friends	112679
The Addiction	112288
Tales from the Hood	114609
Tall Tale	111359
Fair Game	113010
Canadian Bacon	109370
Ubistvo s predumisljajem	118011
Memorîzu	113799
Smoke	114478
Kiss of Death	113552
Home for the Holidays	113321
The Crossing Guard	112744
3 Ninjas Knuckle Up	112255
Losing Isaiah	113691
Living in Oblivion	113677
Something to Talk About	114496
Candyman: Farewell to the Flesh	112625
Al di là delle nuvole	114086
The Mangler	113762
The Pebble and the Penguin	114108
Doragon bôru Z: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru	142243
Operation Dumbo Drop	114048
Party Girl	114095
The Last Supper	113613
My Family	113896
Haunted	113269
Nick of Time	113972
Ice Cream Man	113376
Senior Trip	113936
Heavy	113280
Hideaway	113303
A Fistful of Fingers	131396
Restoration	114272
The Passion of Darkly Noon	114099
Friend of the Family	113119
Gold Diggers: The Secret of Bear Mountain	113188
Forget Paris	113097
To vlemma tou Odyssea	114863
Children of the Corn III: Urban Harvest	109415
The Englishman Who Went Up a Hill But Came Down a Mountain	112966
Angus	112368
Far from Home: The Adventures of Yellow Dog	113028
The Incredibly True Adventure of Two Girls in Love	113416
Blue in the Face	112541
Sorceress	111244
Blue Juice	112537
Glory Daze	116422
Theodore Rex	114658
Mad Love	113729
La cérémonie	112769
Never Talk to Strangers	113965
Iron Eagle IV	113438
Black Scorpion	112519
Bye Bye Love	112606
Payback	110803
Born to Be Wild	113533
Fluke	113089
An Awfully Big Adventure	112427
Gojira vs. Desutoroiâ	113187
Maboroshi no hikari	113725
Fist of the North Star	113074
Innocent Lies	113249
Pik lik foh	114126
Bikini Drive-In	112504
White Man's Burden	114928
Land and Freedom	114671
The Young Poisoner's Handbook	115033
Destiny Turns on the Radio	112854
Beyond Rangoon	112495
Jury Duty	113500
Three Wishes	114663
Piranha	114137
Return to Two Moon Junction	110979
Evil Ed	116247
The Amazing Panda Adventure	112342
Bushwhacked	112602
Mute Witness	110604
Jefferson in Paris	113463
Jeffrey	113464
Houseguest	110066
Rumpelstiltskin	114306
Angels and Insects	112365
Georgia	113158
Above Suspicion	109034
The Hunted	113360
The Shooter	114432
Magic in the Water	113737
Panther	114084
Dr. Jekyll and Ms. Hyde	112895
Carrington	112637
Napoleon	113932
El Callejón de los Milagros	112619
The Walking Dead	114888
Underneath	114788
Antonia	112379
El día de la bestia	112922
The Grass Harp	113211
Without Evidence	176326
The Perez Family	114113
Funny Bones	113133
Top Dog	114697
La flor de mi secreto	113083
No Way Back	117193
Baasha	139876
Xue lian	121898
Night of the Scarecrow	113982
The Outpost	114070
The Affair	112306
Malicious	113748
The Demolitionist	112843
Attack of the 60 Foot Centerfold	112408
Miami Rhapsody	113808
Two Much	118001
Delta of Venus	109593
Sai yau gei: Sin leui kei yun	114996
Huntress: Spirit of the Night	113361
Moonlight and Valentino	113851
The Jerky Boys	110189
Rangeela	114234
I Like to Play Games	113368
Coldblooded	112702
Treca sreca	181078
Badkonake sefid	112445
Frisk	113122
Roommates	114296
Two Bits	114753
Wild Side	114941
Fermo posta Tinto Brass	113049
Karan Arjun	113526
Deadly Sins	112830
Galaxis	113140
Takin' It Off Out West	244831
Shu dan long wei	114437
Hard Bounty	113259
Bad Company	112443
Killer: A Journal of Murder	113542
Le hussard sur le toit	113362
Temptress	109546
Stuart Saves His Family	114571
Dragon Fury	165251
Les misérables	113828
The Nature of the Beast	113939
Cry, the Beloved Country	112749
The Wife	114936
To the Limit	114683
Kjærlighetens kjøtere	113557
Best of the Best 3: No Turning Back	112483
Scorpion Spring	114366
The Journey of August King	113490
Gazon maudit	113149
Zusje	115067
Watch Me	118124
Dao	112800
Reckless	114241
Fanny Hill	138433
Night of the Running Man	110668
Fatal Pursuit	109775
Xích lô	112767
Play Time	110846
The Immortals	113394
Les cent et une nuits de Simon Cinéma	112654
The Fantasticks	113026
Animal Room	122946
Soldier Boyz	114489
Love Letter	113703
Beyond Desire	112494
Beach Babes 2: Cave Girl Island	112466
Gamera daikaijû kuchu kessen	113142
Codename: Silencer	112700
Bombay	112553
Search and Destroy	114371
A Month by the Lake	113849
Taqdeerwala	114615
Rough Magic	114303
Nelly & Monsieur Arnaud	113947
Boca a boca	112546
Victim of Desire	118079
Jallaad	113455
Yao a yao, yao dao wai po qiao	115012
Black Day Blue Night	112515
Forbidden Games	113093
Mad Dogs and Englishmen	111151
Gundaraj	375791
Carnosaur 2	112634
Fall Time	113014
Serpent's Lair	114394
The Tie That Binds	114666
Muthu	140399
Tokyo Fist	114690
Baazi	121989
Bikini Watch	402062
Veergati	395802
Unstrung Heroes	114798
Pensionat Oskar	114112
L'amore molesto	112352
Sarah... ang munting prinsesa	281168
Sex & the Other Man	112628
Indecent Behavior III	113418
Une femme française	114790
Twisted Love	114751
Drunks	112907
Angel Baby	112362
Angela	112364
Madame Butterfly	113731
Kanojo no omoide	1530535
Palookaville	117284
Dangerous Intentions	112791
Running Wild	105298
Exquisite Tenderness	109761
