title	idx
The Big Lebowski	118715
Deep Impact	120647
Saving Private Ryan	120815
American History X	120586
Mulan	120762
Armageddon	120591
There's Something About Mary	129387
The Truman Show	120382
Elizabeth	127536
Lock, Stock and Two Smoking Barrels	120735
Blade	120611
A Bug's Life	120623
Apt Pupil	118636
The Mask of Zorro	120746
Godzilla	120685
The Parent Trap	120783
Great Expectations	119223
Wild Things	120890
The Thin Red Line	120863
Fear and Loathing in Las Vegas	120669
Meet Joe Black	119643
Enemy of the State	120660
Shakespeare in Love	138097
The Faculty	133751
Psycho	155975
The Man in the Iron Mask	120744
The Wedding Singer	120888
Practical Magic	120791
Can't Hardly Wait	127723
Dark City	118929
Half Baked	120693
The Prince of Egypt	120794
U.S. Marshals	120873
He Got Game	124718
You've Got Mail	128853
Halloween H20: 20 Years Later	120694
Rush Hour	120812
Fallen	119099
The Waterboy	120484
Wide Awake	120510
Pleasantville	120789
EverAfter	120631
Patch Adams	129290
Ronin	122690
BASEketball	131857
What Dreams May Come	120889
The Avengers	118661
Rushmore	128445
Small Soldiers	122718
Sliding Doors	120148
Out of Sight	120780
Hope Floats	119313
Lost in Space	120738
Antz	120587
Following	154506
Stepmom	120686
Lola rennt	130827
Urban Legend	146336
The Negotiator	120768
Les Misérables	119683
Deep Rising	118956
Dangerous Beauty	118892
Pi	138704
A Perfect Murder	120787
I Still Know What You Did Last Summer	130018
Bride of Chucky	144120
Buffalo '66	118789
Doctor Dolittle	118998
Velvet Goldmine	120879
Rounders	128442
Vampires	120877
Six Days Seven Nights	120828
A Simple Plan	120324
City of Angels	120632
Snake Eyes	120832
Star Trek: Insurrection	120844
Happiness	147612
The Last Days of Disco	120728
Lethal Weapon 4	122151
Almost Heroes	119053
Sphere	120184
A Night at the Roxbury	120770
Seul contre tous	157016
Gods and Monsters	120684
The X Files	120902
Mighty Joe Young	120751
Mercury Rising	120749
Festen	154420
54	120577
The Interview	120714
Dead Man on Campus	118301
Taxi	152930
Le violon rouge	120802
SLC Punk!	133189
The Siege	133952
Very Bad Things	124198
The Horse Whisperer	119314
Soldier	120157
Jack Frost	141109
Celebrity	120533
Monella	174931
Species II	120841
The Newton Boys	120769
La leggenda del pianista sull'oceano	120731
Phantoms	119891
Gekijô-ban poketto monsutâ - Myûtsû no gyakushû	190641
Blues Brothers 2000	118747
Dirty Work	120654
Simon Birch	124879
Idioterne	154421
Disturbing Behavior	134619
Crna macka, beli macor	118843
Ngo si seoi	127357
Fucking Åmål	150662
Black Dog	120610
Primary Colors	119942
The Players Club	119905
Beloved	120603
Goodbye Lover	119219
Quest for Camelot	120800
Ringu	178868
The Object of My Affection	120772
The Big Hit	120609
A Civil Action	120633
Paulie	125454
Slums of Beverly Hills	120831
Babe: Pig in the City	120595
Twilight	119594
Madeline	123987
Croupier	159382
Playing by Heart	145734
Central do Brasil	140888
High Art	139362
The Opposite of Sex	120777
The Mighty	119670
The Replacement Killers	120008
The Acid House	122515
L'ennui	168740
Hard Rain	120696
New Rose Hotel	133122
Belly	158493
Palmetto	120782
Smoke Signals	120321
Hush	118744
Return to Paradise	124595
Thursday	124901
Le dîner de cons	119038
Body Count	120186
Waking Ned	166396
Jane Austen's Mafia!	120741
Bulworth	118798
The General	120706
My Giant	120765
I Want You	119347
Yeongwongwa haru	156794
Little Voice	147004
Losing Control	163069
One True Thing	120776
Il fantasma dell'opera	119889
Kuch Kuch Hota Hai	172684
Wrongfully Accused	120901
Hideous Kinky	136244
Wicked	120088
Strike!	120692
The Rugrats Movie	134067
Los amantes del Círculo Polar	133363
3 Ninjas: High Noon at Mega Mountain	118539
The Gingerbread Man	119196
How Stella Got Her Groove Back	120703
Wandafuru raifu	165078
Major League: Back to the Minors	120742
Senseless	120820
Sheer Passion	148835
Still Crazy	149151
Strangeland	124102
Dil Se..	164538
Pecker	126604
Six-String Samurai	118736
Dance with Me	120576
Why Do Fools Fall in Love	123324
The Patriot	120786
Homegrown	119305
Another Day in Paradise	127722
Head On	138487
Meet the Deedles	120645
Legionnaire	126388
L'assedio	149723
L.E.T.H.A.L. Ladies: Return to Savage Beach	127759
Welcome to Hollywood	169376
Her Sey Çok Güzel Olacak	263438
Sour Grapes	120838
Clay Pigeons	118863
Get Real	162973
Girl	138467
Radiance	163169
The Odd Couple II	120773
The Versace Murder	138910
Knock Off	120724
Holy Man	120701
Kirikou et la sorcière	181627
Savior	120070
Jaded	116675
My Name Is Joe	151691
Desperate Measures	118966
Without Limits	119934
Love Is the Devil: Study for a Portrait of Francis Bacon	119577
Permanent Midnight	120788
I'll Be Home for Christmas	155753
The Dentist 2	161492
Hilary and Jackie	150915
Conte d'automne	137439
Krippendorf's Tribe	120725
Zero Effect	120906
Polish Wedding	119910
Gunshy	119238
Kissing a Fool	120723
Music from Another Room	119734
Tarzan and the Lost City	120856
Barney's Great Adventure	120598
The Land Girls	119494
Last Night	156729
Anarchy TV	118616
The Big Swap	118717
Free Money	120678
The Hi-Lo Country	120699
Jeans	151121
Hurlyburly	119336
Home Fries	119304
Chairman of the Board	118836
Basil	118686
Slappy and the Stinkers	120213
B. Monkey	120594
Hell's Kitchen	129136
Phantasm IV: Oblivion	138703
I Got the Hook Up	131436
Cousin Bette	118894
Edge of Seventeen	138414
Gemide	200654
Your Friends & Neighbors	119517
The Stringer	120229
Sibirskiy tsiryulnik	120125
Train de vie	170705
All the Little Animals	120584
A Murder of Crows	133985
Satya	195231
Dead Man's Curve	123034
Air Bud: Golden Receiver	140796
Earth	150433
Firestorm	120670
Tale of the Mummy	127919
Safe Men	120813
Next Stop Wonderland	119778
The Godson	165303
A Cool, Dry Place	120642
Vice Academy Part 6	196185
The Proposition	120108
Ringmaster	165494
Living Out Loud	120722
Bongwater	125678
Un 32 août sur terre	156248
Femalien 2	171319
Dancing at Lughnasa	120643
La mirada del otro	125936
La cena	140603
Break Up	120619
Woo	120531
Rudolph the Red-Nosed Reindeer: The Movie	137201
Abeltje	124272
Judas Kiss	138541
Evasive Action	167145
Desert Blue	126261
The Man with Rain in His Shoes	138590
The Thin Pink Line	171825
Bedrooms and Hallways	126810
The Wisdom of Crocodiles	120894
Little Men	145048
Safe House	120051
Les couloirs du temps: Les visiteurs II	120882
Susan's Plan	145505
The Impostors	120823
Carnival of Souls	120627
Euro Scarface	165546
The Minion	139465
The First 9 1/2 Weeks	164026
The Naked Man	120767
Sweet Jane	130297
Relax... It's Just Sex	159696
Let's Talk About Sex	165857
Martha - Meet Frank, Daniel and Laurence	120747
Il macellaio	180812
Phoenix	119892
Hamilton	119249
Spriggan	164917
Finding Graceland	120026
Shadrach	144604
Just a Little Harmless Sex	175777
El evangelio de las maravillas	120771
La niña de tus ojos	158030
Illuminata	120709
La otra conquista	175996
Dark Harbor	129023
L.A. Without a Map	119565
The Theory of Flight	120861
Free Enterprise	141105
The New Swiss Family Robinson	130142
Bure baruta	169145
A Price Above Rubies	120793
Brother Tied	176573
The Last Broadcast	122143
La vie rêvée des anges	120449
The Velocity of Gary	120878
West Beyrouth (À l'abri les enfants)	157183
No Looking Back	119560
Curtain Call	119505
Progeny	167350
Club Wild Side	161446
The Governess	120687
Sitcom	157044
Choyonghan kajok	188503
Yuk po tuen III: Goon yan ngoh yiu	133196
Life of a Gigolo	188830
Point Blank	175047
Southie	118766
Extramarital	137505
Demagogue	181466
Khrustalyov, mashinu!	156701
A Soldier's Daughter Never Cries	120835
La seconda moglie	122701
Cariño brutal	211289
I Woke Up Early the Day I Died	125211
Lolita 2000	130089
Ground Control	137799
Under solen	158302
Lulu on the Bridge	125879
Criminal Minds	317268
Dead by Dawn	238149
The Wonderful Ice Cream Suit	129634
Hairshirt	133832
Milo	167284
Testing the Limits	155253
Letters from a Killer	119522
Aunty No. 1	118654
Provocateur	134912
Final Cut	162958
Torrente, el brazo tonto de la ley	120868
Un embrujo	168734
Slam	139615
This Is My Father	120865
Maharaja	119596
Ghulam	190419
Left Luggage	119512
Shadow of Doubt	119989
Surrender Dorothy	140587
Divorcing Jack	127516
Ernest in the Army	129908
Tockovi	189153
A Soldier's Sweetheart	129414
Denial	126861
A Place Called Truth	177978
One Tough Cop	122642
L'ultimo capodanno	140653
Pro urodov i lyudey	156849
Dong	156610
Club Wild Side 2	188509
Claire Dolan	150143
The Second Arrival	122961
Gunda	497915
Jing Ke ci Qin Wang	162866
Major Saab	172761
Kurz und schmerzlos	162426
Ola einai dromos	164063
Dushman	189492
In God's Hands	140282
Jinnah	183306
Sweepers	120851
Sex Files: Digital Sex	218157
Into My Heart	146671
Merchants of Venus	179970
Damned!	4739392
Kiss the Sky	127629
Beefcake	187712
Ride	120707
Duplicate	164550
The Adventures of Sebastian Cole	168449
Suryavamsam	1795665
Tango	120274
Fin août, début septembre	167925
L'école de la chair	157208
Fung wan: Hung ba tin ha	165499
Haba-baba-doo! Puti-puti-poo!	401452
Keemat: They Are Back	286752
Rasen	134928
Montana	119699
Barrio	146468
Ambushed	138289
À la place du coeur	126734
Hai shang hua	156587
China Gate	210609
Jhooth Bole Kauwa Kaate	262527
Fiona	168787
Todd McFarlane's Spawn 2	4641828
Resurrection Man	140508
Some Girl	125766
Billy's Hollywood Screen Kiss	137386
Parting Shots	123215
Achanak	286421
El milagro de P. Tinto	151572
Halik	381236
Sombre	166808
Femmina	150533
Girls' Night	119201
Tomie	240119
Shadow Builder	117611
Jerry and Tom	120867
Nattens engel	138647
Just the Ticket	123221
Alice et Martin	176422
Up 'n' Under	120422
Naked Lies	139487
23	126765
1 chance sur 2	119247
Pardesi Babu	119862
Orphans	119842
No Code of Conduct	131502
Decampitated	118951
Johnny Skidmarks	119416
Tian yu	115005
Reach the Rock	119986
Ajans-E Shisheh-I	177511
Palwolui Keuriseumaseu	140825
Ala eh... con Bisoy Hale-Hale-Hoy! Laging panalo ang mga unggoy	408476
Ceux qui m'aiment prendront le train	118834
Hatyara	446136
Angaaray	288427
Jeanne et le garçon formidable	123923
The Ultimate Weapon	186647
Pares-pares (Trip ng puso)	409136
Shigatsu monogatari	146271
Vildspor	142964
Lajanje na zvezde	187231
Snitch	119802
Sandman	176118
Lurid Tales: The Castle Queen	116943
Gharwali Baharwali	205968
Olsen Bandens sidste stik	130156
Sex Files: Portrait of the Soul	189938
There's No Fish Food in Heaven	139645
Like It Is	146990
The Tale of Sweety Barrett	120852
The Exotic Time Machine	162315
Scorpio One	120080
Vipers	198009
The Revengers' Comedies	120013
Marumalarchi	246774
A: Film by Upendra	3178292
Summer of the Monkeys	128648
Sat sau ji wong	163818
La classe de neige	156408
F. est un salaud	166604
Down in the Delta	142231
Sex Files: Pleasure World	229656
Dark Confessions	144156
Wajood	287111
Corti Circuiti Erotici	8286868
Labs kita, Okey ka lang?	408982
With Friends Like These...	119692
Caught Up	119988
Broken Vessels	149964
Hard	193997
Talk of Angels	120271
The Lost World	138581
Dahil mahal na mahal kita	219632
Zakhm	211126
