title	idx
Daeboo	68646
Deliverance	68473
Ultimo tango a Parigi	70849
The Poseidon Adventure	69113
The Last House on the Left	68833
Joe Kidd	68768
Cabaret	68327
Jeremiah Johnson	68762
Meng long guo jiang	68935
Pink Flamingos	69089
Frenzy	68611
Viskningar och rop	69467
Man of La Mancha	68909
The Getaway	68638
Aguirre, der Zorn Gottes	68182
Jing wu men	68767
Fritz the Cat	68612
Dracula A.D. 1972	68505
Slaughterhouse-Five	69280
Schulmädchen-Report 4. Teil - Was Eltern oft verzweifeln lässt	69234
Roma	69191
Super Fly	69332
What's Up, Doc?	69495
The Heartbreak Kid	68687
Sisters	70698
Sleuth	69281
Night of the Lepus	69005
Silent Running	67756
The Big Bird Cage	68273
Le charme discret de la bourgeoisie	68361
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask	68555
The Cowboys	68421
Pánico en el Transiberiano	68713
The Mechanic	68931
Prime Cut	69121
I racconti di Canterbury	67647
Frogs	68615
Au Pair Girls	68235
Boxcar Bertha	68309
Avanti!	68240
1776	68156
Conquest of the Planet of the Apes	68408
Chato's Land	66907
The Life and Times of Judge Roy Bean	68853
Alice's Adventures in Wonderland	68190
Tales from the Crypt	69341
Fat City	68575
Asylum	68230
Bad Company	68245
Treasure Island	69229
Young Winston	69528
Butterflies Are Free	68326
Carry on Abroad	69847
Ben	68264
Die bitteren Tränen der Petra von Kant	68278
Sweet Sugar	69336
Images	68732
The King of Marvin Gardens	68805
Play It Again, Sam	69097
For the Love of Ada	296640
The Candidate	68334
Diabólica malicia	67489
Lady Sings the Blues	68828
Virgin Witch	69464
Non si sevizia un paperino	69019
Death Line	68458
Tutti i colori del buio	69390
L'amour l'après-midi	68205
Evil Come Evil Go	124501
Che?	70913
The Hot Rock	68718
The Other	69050
Blacula	68284
Un flic	67900
Vampire Circus	67924
The Thing with Two Heads	69372
The Stepmother	67793
Junior Bonner	68786
The Valachi Papers	68341
Brother Sun, Sister Moon	69824
Fuzz	68617
The Magnificent Seven Ride!	68897
Il paese del sesso selvaggio	69956
Il tuo vizio è una stanza chiusa e solo io ne ho la chiave	69421
Across 110th Street	68168
Perché quelle strane gocce di sangue sul corpo di Jennifer?	69073
Hungry Wives	69239
État de siège	70959
The Ruling Class	69198
Bluebeard	68294
The Legend of Boggy Creek	68837
The Hitchhikers	67206
Cosa avete fatto a Solange?	68416
Sounder	69303
Snowball Express	69291
Bone	68306
Dr. Phibes Rises Again	68503
Bonnie's Kids	83677
Joshû 701-gô: Sasori	226872
Alla ricerca del piacere	68206
La fille de Dracula	68583
Schulmädchen-Report 3. Teil - Was Eltern nicht mal ahnen	69233
Die Angst des Tormanns beim Elfmeter	66773
Children Shouldn't Play with Dead Things	68370
The Visitors	69466
Il grande duello	68657
The Harder They Come	70155
La noche del terror ciego	67500
Antony and Cleopatra	68920
Pulp	69134
La dama rossa uccide sette volte	68444
The Amazing Mr. Blunden	68200
The Revengers	69179
Endless Night	67052
Tower of Evil	68716
Henry VIII and His Six Wives	70170
The Gore Gore Girls	68649
Kozure Ôkami: Ko wo kashi ude kashi tsukamatsuru	68815
Diabel	95012
The Effect of Gamma Rays on Man-in-the-Moon Marigolds	68528
Ulzana's Raid	69436
Class of '74	3311950
Bawarchi	68257
Carry on Matron	68339
The Tall Blond Man with One Black Shoe	68655
...Più forte ragazzi!	69095
Nybyggarna	69035
The Wrath of God	69515
Now You See Him, Now You Don't	69031
Night of the Dark Full Moon	70694
Milano calibro 9	67429
A Reflection of Fear	70599
Napoleon and Samantha	68990
La novia ensangrentada	69029
Beware! The Blob	68271
Zee and Co.	69516
Travels with My Aunt	69404
Savage Messiah	69225
The Day the Clown Cried	68451
Felix si Otilia	68578
Skyjacked	69278
Up the Sandbox	69449
Chikyû kogeki meirei: Gojira tai Gaigan	68371
Fear Is the Key	68576
Enter the Devil	68540
The Flesh and Blood Show	68596
Play It As It Lays	69098
Don Quixote	7350986
The New Centurions	68997
Blue Money	211957
Tout va bien	69398
Ich, das Abenteuer, heute eine Frau zu sein	177856
Private Parts	69124
A Thief in the Night	70795
Liebesspiele junger Mädchen	68851
Get to Know Your Rabbit	68637
Grave of the Vampire	68658
The Pig Keeper's Daughter	69087
The Unholy Rollers	69444
L'occhio nel labirinto	67513
Lady Caroline Lamb	68827
Mimì metallurgico ferito nell'onore	68950
Cheol namja	70800
Necromancy	68994
A Separate Peace	69249
The Doberman Gang	68491
Liza	68868
Invasion of the Blood Farmers	68746
Prison Girls	244730
Une belle fille comme moi	69442
The Great Northfield Minnesota Raid	68661
La morte accarezza a mezzanotte	68971
Kansas City Bomber	68795
The Asphyx	69738
The Triple Echo	70835
Hit Man	68704
Trouble Man	69414
Z.P.G.	69530
Greaser's Palace	68659
Demons of the Mind	66982
Molly and Lawless John	68962
Child's Play	68369
Casa d'appuntamento	69850
The Twilight People	69426
Manden på Svanegården	68914
La mala ordina	68902
Una ragione per vivere e una per morire	69159
Night Call Nurses	69001
Gefährlicher Sex frühreifer Mädchen	167950
La notte dei diavoli	69017
Love Me Deadly	136376
Chi l'ha vista morire?	68367
Bless This House	68285
Cisco Pike	68384
La banda J. & S. - Cronaca criminale del Far West	68702
My Childhood	68983
Kozure Ôkami: Sanzu no kawa no ubaguruma	68816
Fear in the Night	68577
Joshû sasori: Dai-41 zakkyo-bô	226874
Nonostante le apparenze... e purchè la nazione non lo sappia... all'onorevole piacciono le donne	68193
Die liebestollen Apothekerstöchter	68296
Buck and the Preacher	68323
The Culpepper Cattle Co.	68435
Shaft's Big Score!	69257
Dirty Little Billy	68487
Doomsday Machine	61592
Rage	69158
Quel gran pezzo della Ubalda tutta nuda e tutta calda	70583
Blutjunge Verführerinnen 3. Teil	68298
They Only Kill Their Masters	69371
Un homme est mort	70083
Street of a Thousand Pleasures	66417
Four Dimensions of Greta	69374
The Possession of Joel Delaney	67601
Slaughter	69279
The Legend of Nigger Charley	68838
Arcana	221803
Seeta Aur Geeta	78222
Portnoy's Complaint	69112
Terror House	69362
Sitting Target	69273
Steptoe and Son	69311
Snoopy Come Home	69289
Shui hu zhuan	69265
La semana del asesino	67732
Sette orchidee macchiate di rosso	67696
The Honkers	68711
Daughters of Satan	68448
César et Rosalie	68441
Krankenschwestern-Report	68818
Bombay to Goa	68305
You'll Like My Mother	68005
Oh! Calcutta!	69039
Black Gunn	68281
Un verano para matar	69457
Hickey & Boggs	68698
Gli orrori del castello di Norimberga	69048
The War Between Men and Women	69483
Alfredo Alfredo	68189
Burke & Hare	66871
Justine de Sade	67283
Melinda	68934
Young Playthings	69527
Heat	68688
Si può fare... amigo	68539
The Erotic Adventures of Zorro	68545
Tomorrow	69393
Last of the Red Hot Lovers	68835
Journey Back to Oz	67280
The Pied Piper	69086
Händler der vier Jahreszeiten	67227
Pete 'n' Tillie	69080
La più bella serata della mia vita	69094
Condenados a vivir	66939
Cancel My Reservation	68332
King, Queen, Knave	68806
Come Back Charleston Blue	68403
Hammersmith Is Out	68674
Suburban Wives	70744
L'aventure, c'est l'aventure	66798
Stanley	69308
Blutiger Freitag	68295
The Genesis Children	136217
Siddhartha	70689
To Kill a Clown	69386
The Assassination of Trotsky	68226
Pope Joan	69110
He qi dao	68676
La casa de las palomas	66897
Black Girl	68280
Dear Dead Delilah	68456
Three on a Meathook	69375
The Adult Version of Jekyll & Hide	68172
Blood Sabbath	68289
La vallée	69451
Drop Out Wife	127129
Savages	69226
Meres tou '36	68939
Lass jucken Kumpel	168946
Il caso Mattei	68346
Docteur Popaul	68492
Straight on Till Morning	69318
Santa and the Ice Cream Bunny	138074
The Groundstar Conspiracy	68663
Mädchen, die nach München kommen	68988
Das Mädchen mit der heißen Masche	68986
Encounter with the Unknown	72937
Sweet Kill	65424
Jangal Mein Mangal	435079
Tenshi no kôkotsu	69358
Koshish	215911
Jaanwar Aur Insaan	157841
E poi lo chiamarono il magnifico	68524
Mutiny on the Buses	68981
The Fiend	67094
Innocent Bystanders	68742
The Adventures of Barry McKenzie	68173
Karaoglan geliyor: Cengiz Han'in hazineleri	277068
Madame Sin	67375
A zori zdes tikhie	68161
Nous ne vieillirons pas ensemble	69027
Universal Soldier	183948
Faustine et le bel été	67087
Rentadick	69174
Lo scopone scientifico	69235
Pandanti Kapuram	316376
